#{"t_start": 1763674313.4397767, "env_id": "None"}
r,l,t
-4700.668987,1,22.037328
-5875.908153,1,22.037798
-5880.456244,1,22.038286
-5312.296092,1,22.03877
-5326.620651,1,22.039243
-4791.511654,1,22.039706
-6226.125043,1,22.040192
-4849.361467,1,22.040657
-6628.801279,1,22.041116
-5754.933307,1,22.041664
-5106.79359,1,22.042193
-4222.851277,1,22.042703
-6002.672404,1,22.043195
-5722.534875,1,22.043664
-5802.616862,1,22.044123
-5571.055796,1,22.044595
-5315.278044,1,22.045059
-6150.42497,1,22.045542
-5794.976152,1,22.046003
-5271.86169,1,22.046475
-6040.579933,1,22.046934
-5515.1415,1,22.047405
-5395.961281,1,22.047863
-5124.029616,1,22.048333
-5390.138002,1,22.048802
-4666.31369,1,22.049288
-5144.419011,1,22.049749
-5616.368388,1,22.050217
-5996.836492,1,22.050678
-4898.815604,1,22.05114
-5371.541047,1,22.051607
-4491.685378,1,22.052065
-4792.116941,1,22.052538
-5298.578843,1,22.052998
-5461.510399,1,22.053472
-5312.412706,1,22.053933
-5195.272182,1,22.054417
-5150.484467,1,22.054977
-5064.612252,1,22.055459
-5417.178344,1,22.055921
-5039.791259,1,22.056394
-5321.875525,1,22.056857
-5599.326044,1,22.057328
-5378.14529,1,22.057791
-5532.871937,1,22.058261
-5571.376012,1,22.058723
-5805.658175,1,22.059191
-5719.495974,1,22.059653
-4529.924211,1,22.060112
-5615.370926,1,22.060585
-5101.348712,1,22.061044
-5418.850849,1,22.061527
-4847.750977,1,22.061988
-5791.795735,1,22.062462
-5194.618615,1,22.062924
-5912.103335,1,22.063394
-5042.537045,1,22.063856
-5867.187931,1,22.064334
-5142.648202,1,22.064793
-5694.844386,1,22.065266
-6187.215056,1,22.065729
-4871.315283,1,22.0662
-5831.090644,1,22.066663
-5100.685336,1,22.067128
-5144.503962,1,22.0676
-5558.899363,1,22.06806
-5311.122549,1,22.068529
-5807.542757,1,22.068989
-5255.446019,1,22.069472
-4895.149764,1,22.069949
-4763.026636,1,22.070437
-5455.825617,1,22.070909
-5478.788187,1,22.071393
-5119.185048,1,22.071934
-5640.219505,1,22.072425
-6454.80453,1,22.072897
-5209.92594,1,22.073384
-4982.77511,1,22.073867
-5340.66991,1,22.074351
-5851.161565,1,22.074821
-5440.898713,1,22.075303
-4825.517268,1,22.075775
-4884.98215,1,22.076262
-5126.582136,1,22.076756
-5427.251082,1,22.077244
-5466.695872,1,22.077719
-4551.567182,1,22.078206
-5232.180868,1,22.078706
-5558.200947,1,22.07919
-5352.185934,1,22.079661
-4458.862142,1,22.080132
-5461.6601,1,22.080612
-4547.27185,1,22.081082
-5599.239524,1,22.081563
-5363.894749,1,22.082033
-5368.729245,1,22.082513
-5593.320472,1,22.082985
-5817.215222,1,22.083475
-5297.249279,1,22.083948
-5188.544953,1,22.084532
-4972.962347,1,22.085025
-4871.799733,1,22.085595
-5362.893813,1,22.086077
-6113.226473,1,22.086567
-5662.634663,1,22.08705
-6586.287897,1,22.087539
-6695.298004,1,22.088081
-4934.673838,1,22.088585
-4583.760805,1,22.089073
-4733.265239,1,22.089564
-6127.354483,1,22.090051
-5809.442287,1,22.090541
-6110.01746,1,22.091024
-5332.851223,1,22.091517
-5358.780896,1,22.092028
-4804.887938,1,22.092524
-4369.941699,1,22.093006
-5237.697252,1,22.093496
-5922.081099,1,22.093975
-5352.517894,1,22.094465
-4876.645799,1,22.094944
-5968.852508,1,22.095464
-6086.498006,1,22.095948
-5608.383517,1,22.096443
-5833.050535,1,22.096921
-5118.671157,1,22.097413
-4838.85166,1,22.097891
-5593.118492,1,22.098379
-5153.312682,1,22.09886
-5417.859017,1,22.09935
-5064.918326,1,22.099831
-5121.33281,1,22.100326
-5613.893301,1,22.100806
-5739.380521,1,22.101298
-6667.189309,1,22.10178
-5038.331088,1,22.102266
-6345.30686,1,22.102746
-4980.761601,1,22.103286
-5218.024919,1,22.103826
-4510.418056,1,22.104325
-5243.083689,1,22.104917
-4328.575693,1,22.10544
-6232.697412,1,22.105919
-5176.462985,1,22.106408
-5671.080616,1,22.106879
-5402.263856,1,22.107366
-6490.410752,1,22.107837
-5435.499624,1,22.108328
-5969.332731,1,22.108798
-4569.057361,1,22.109284
-4919.591152,1,22.109756
-4047.182315,1,22.110233
-4812.533934,1,22.110705
-5861.409411,1,22.111176
-5206.56668,1,22.111691
-5495.44539,1,22.112162
-5487.858436,1,22.112644
-5367.120591,1,22.113117
-4957.519482,1,22.113597
-4780.675066,1,22.114074
-4985.018464,1,22.114555
-5540.328622,1,22.115025
-5144.534931,1,22.115505
-4481.615738,1,22.115976
-5244.657734,1,22.11646
-6676.150774,1,22.11693
-5381.275074,1,22.117412
-5888.474768,1,22.117883
-5191.517808,1,22.118368
-4403.409292,1,22.11884
-4660.640114,1,22.119322
-4635.457727,1,22.119793
-4483.434872,1,22.120277
-5029.110306,1,22.120748
-4646.979257,1,22.121234
-5202.482358,1,22.121786
-5438.743984,1,22.122281
-4598.981559,1,22.122753
-4950.612487,1,22.123237
-6657.681821,1,22.123709
-5652.692359,1,22.124193
-5516.274226,1,22.124665
-4724.25403,1,22.12514
-4770.842402,1,22.125656
-5259.987575,1,22.126137
-4625.152444,1,22.126618
-5392.822662,1,22.127216
-6323.65576,1,22.127745
-5489.001071,1,22.128277
-6119.627096,1,22.128778
-5939.773914,1,22.129253
-5519.509146,1,22.129719
-4980.839723,1,22.130199
-4845.307554,1,22.130665
-5196.561354,1,22.13113
-5338.444099,1,22.131601
-4835.448767,1,22.132067
-5577.375268,1,22.132541
-5737.463742,1,22.133011
-5090.571423,1,22.133488
-4606.419412,1,22.133952
-5425.655353,1,22.134428
-5921.312861,1,22.134892
-4967.506487,1,22.13542
-5557.511976,1,22.135899
-5062.658962,1,22.136377
-5055.634507,1,22.136844
-5392.545422,1,22.137323
-5031.711703,1,22.137801
-4762.564944,1,22.13835
-5399.595547,1,22.138831
-4873.760142,1,22.13932
-4923.637329,1,22.139799
-5222.786229,1,22.140293
-4991.503489,1,22.140769
-6493.808029,1,22.141257
-4102.855252,1,22.141736
-4978.277372,1,22.142218
-5231.520858,1,22.142693
-6373.282247,1,22.143168
-5017.963199,1,22.143651
-4463.522133,1,22.144125
-4617.361085,1,22.144613
-5343.566086,1,22.145089
-5356.439253,1,22.145603
-5103.0314,1,22.146086
-4729.990189,1,22.146574
-4566.659321,1,22.147048
-5584.322463,1,22.147535
-4826.732845,1,22.148012
-5137.011714,1,22.148496
-5369.730873,1,22.148971
-5013.354851,1,22.149457
-5067.358552,1,22.149931
-6378.332978,1,22.150418
-5327.976681,1,22.15089
-4287.296294,1,22.151377
-4898.628535,1,22.151858
-4677.920026,1,22.152345
-4796.247219,1,22.15282
-4892.767531,1,22.153303
-5654.424278,1,22.153779
-5793.906323,1,22.154265
-5075.657828,1,22.154804
-5216.071864,1,22.15542
-4946.77981,1,22.156089
-4794.582199,1,22.156679
-5792.727061,1,22.157171
-6452.2,1,22.157649
-5680.297218,1,22.158125
-5038.835935,1,22.158653
-4313.46968,1,22.159116
-5894.059623,1,22.15959
-4437.680018,1,22.160048
-5005.985638,1,22.160519
-5863.33203,1,22.160976
-5427.131027,1,22.161482
-5422.348838,1,22.16195
-5237.347328,1,22.162427
-5868.984843,1,22.162892
-5147.965707,1,22.163368
-4166.494912,1,22.163832
-5013.295271,1,22.164304
-5338.600855,1,22.164769
-4529.598053,1,22.165249
-5040.690628,1,22.165715
-5014.408719,1,22.166176
-5565.559362,1,22.166651
-5607.648233,1,22.167119
-4328.486817,1,22.167593
-5662.942527,1,22.168063
-5795.486362,1,22.168535
-4905.974182,1,22.169003
-5151.329953,1,22.169478
-4959.276657,1,22.170059
-5653.997853,1,22.170583
-4786.04602,1,22.171059
-7105.438481,1,22.17155
-5311.2567,1,22.172045
-4720.310463,1,22.172525
-5700.753062,1,22.172994
-5002.061961,1,22.173477
-6278.449052,1,22.173949
-4895.584868,1,22.174437
-4361.127455,1,22.174908
-5218.003817,1,22.175385
-5149.466717,1,22.175857
-5068.420737,1,22.176338
-4897.697037,1,22.176808
-4837.470671,1,22.177293
-4890.936211,1,22.177765
-4313.098453,1,22.178267
-4786.878896,1,22.178759
-5109.821091,1,22.179233
-4588.329709,1,22.179694
-5666.099673,1,22.180154
-4912.411277,1,22.180624
-4717.251662,1,22.181085
-5514.650743,1,22.181563
-4957.040411,1,22.182046
-5239.314761,1,22.18252
-4797.381645,1,22.182984
-4227.294704,1,22.18346
-5663.620617,1,22.183926
-4227.24058,1,22.184401
-4066.949343,1,22.18487
-5858.974971,1,22.185346
-5012.69673,1,22.185812
-5235.141847,1,22.186287
-5770.889253,1,22.186754
-4702.540312,1,22.18723
-4818.038976,1,22.18771
-5359.551242,1,22.188198
-5105.206862,1,22.188733
-5588.712843,1,22.189311
-4329.703074,1,22.189981
-5457.852686,1,22.190571
-5586.465262,1,22.191112
-5835.58479,1,22.191598
-5665.899787,1,22.192083
-4669.929388,1,22.19257
-5433.53794,1,22.193043
-5445.49321,1,22.193524
-5512.037135,1,22.193995
-5211.050906,1,22.194484
-5795.76679,1,22.194955
-4676.325217,1,22.195497
-4398.784871,1,22.195969
-5778.801172,1,22.196461
-5561.762785,1,22.196934
-4992.828957,1,22.197423
-5438.936482,1,22.197894
-4678.641938,1,22.198384
-5194.455533,1,22.198857
-5617.092968,1,22.199344
-4840.849473,1,22.19982
-4825.526366,1,22.200305
-4095.134526,1,22.200776
-4580.344838,1,22.201257
-4984.501474,1,22.201732
-5131.148089,1,22.202217
-5166.293508,1,22.202691
-5046.309756,1,22.203177
-5379.154969,1,22.203671
-6051.251095,1,22.204146
-5380.830128,1,22.204626
-5247.691739,1,22.205143
-5790.48809,1,22.20563
-6417.394177,1,22.206103
-5708.11376,1,22.206587
-5453.766784,1,22.207062
-4906.291521,1,22.207549
-5015.467206,1,22.208025
-5690.970712,1,22.208509
-5748.49513,1,22.208982
-5215.74172,1,22.209477
-5283.112905,1,22.20995
-5491.250051,1,22.210438
-5525.334105,1,22.210913
-4954.778991,1,22.211446
-5259.353611,1,22.211923
-5845.105137,1,22.212505
-5923.348235,1,22.213002
-5109.594706,1,22.213525
-5029.894892,1,22.213989
-5312.998739,1,22.214463
-5192.079088,1,22.214923
-5315.115743,1,22.215402
-5279.625493,1,22.215867
-5372.23324,1,22.216338
-5032.351538,1,22.2168
-4738.755888,1,22.217267
-5763.121604,1,22.217729
-5474.795827,1,22.218198
-5455.968153,1,22.21866
-5360.121424,1,22.219122
-5847.779402,1,22.219591
-4312.825317,1,22.220049
-5187.797026,1,22.220521
-5244.782996,1,22.220981
-5266.163653,1,22.221467
-4639.706362,1,22.22198
-5022.744697,1,22.222613
-5100.670143,1,22.223281
-5344.034314,1,22.22386
-4403.598313,1,22.224394
-5614.025205,1,22.224858
-5016.555374,1,22.225334
-5354.433469,1,22.225793
-6083.867125,1,22.226262
-5815.038705,1,22.22672
-5367.092381,1,22.227178
-4871.507972,1,22.227647
-5791.540039,1,22.228107
-6546.099583,1,22.228604
-5458.879447,1,22.22908
-5707.466417,1,22.22955
-5331.331342,1,22.230007
-5029.683247,1,22.230477
-4406.754071,1,22.230936
-5271.901457,1,22.23141
-4846.611572,1,22.231874
-6097.6189,1,22.232361
-5475.776112,1,22.23283
-4752.67248,1,22.23331
-4267.082067,1,22.23378
-5464.445775,1,22.234258
-5731.788713,1,22.234726
-5585.44247,1,22.235204
-4953.928073,1,22.235725
-5505.148751,1,22.236205
-5825.29009,1,22.236675
-5411.622285,1,22.237142
-5490.290338,1,22.237624
-5685.908431,1,22.23812
-5347.960707,1,22.238618
-4492.644876,1,22.239085
-5351.679204,1,22.239566
-5453.301482,1,22.240036
-4781.374131,1,22.240517
-5440.699678,1,22.24099
-4538.850814,1,22.241474
-4418.565457,1,22.241943
-4123.157934,1,22.242422
-5121.496155,1,22.242893
-5555.304479,1,22.243373
-5299.430023,1,22.243843
-4809.828513,1,22.24433
-5897.540843,1,22.244797
-5649.294511,1,22.24528
-4758.138735,1,22.245767
-6220.817749,1,22.246236
-5447.118378,1,22.246695
-4719.247748,1,22.247157
-6435.828505,1,22.247631
-5088.286823,1,22.248093
-5796.855008,1,22.248563
-4972.402681,1,22.249021
-5255.522799,1,22.249488
-4366.358959,1,22.249951
-4223.626136,1,22.250425
-5058.086142,1,22.250883
-5733.959159,1,22.251354
-5512.516705,1,22.251812
-5394.293965,1,22.252296
-4225.119987,1,22.252767
-4781.335191,1,22.253251
-5750.593716,1,22.253723
-4843.351035,1,22.254202
-4128.925439,1,22.254701
-5105.369023,1,22.255358
-4682.383443,1,22.255928
-5099.161252,1,22.256439
-5299.771746,1,22.256915
-4866.512177,1,22.257418
-3987.375128,1,22.25789
-5915.294802,1,22.258376
-5148.125288,1,22.258848
-4859.175586,1,22.259329
-4732.200603,1,22.25981
-5645.727656,1,22.26029
-5588.870784,1,22.260764
-4769.674848,1,22.261251
-4887.945917,1,22.261744
-5602.322802,1,22.262215
-5712.925158,1,22.262678
-5142.545499,1,22.263145
-6383.207781,1,22.263616
-5133.902747,1,22.264076
-5564.31264,1,22.264547
-4788.269861,1,22.265008
-5348.303059,1,22.265475
-4876.455147,1,22.265936
-6286.07896,1,22.266408
-4933.109855,1,22.26687
-4580.006425,1,22.26734
-4985.96608,1,22.267801
-5284.742907,1,22.26827
-4816.222173,1,22.26873
-5413.783253,1,22.269202
-4845.155049,1,22.269662
-5858.882702,1,22.270121
-5942.401778,1,22.270595
-4821.115546,1,22.271056
-4054.231322,1,22.271615
-5918.450457,1,22.272103
-5570.443281,1,22.272581
-5411.672514,1,22.273043
-5967.134236,1,22.273516
-4687.24605,1,22.273976
-4714.541182,1,22.274462
-4811.732939,1,22.274934
-5116.833128,1,22.275416
-5281.428152,1,22.275885
-4480.303132,1,22.276367
-4952.106007,1,22.276838
-4783.942983,1,22.277317
-4585.198857,1,22.277789
-5324.329966,1,22.278275
-5230.999479,1,22.278795
-5473.215448,1,22.279284
-4342.101727,1,22.279765
-6181.193358,1,22.280255
-5143.988721,1,22.280726
-5115.031844,1,22.281208
-4672.506218,1,22.281679
-5870.990495,1,22.282149
-5732.501512,1,22.282629
-5087.348023,1,22.283101
-5411.812909,1,22.283583
-5530.082668,1,22.284054
-5013.073285,1,22.284543
-6212.084667,1,22.285038
-5521.47469,1,22.285518
-4173.775892,1,22.285989
-5143.743905,1,22.286469
-4160.327046,1,22.28694
-4964.40289,1,22.287423
-6374.044026,1,22.287922
-5335.241903,1,22.288467
-4730.47058,1,22.288936
-4843.148138,1,22.28941
-4361.433895,1,22.289872
-5002.18384,1,22.290368
-5660.418148,1,22.290842
-5357.576047,1,22.291322
-6736.34641,1,22.291784
-5255.245787,1,22.292254
-4846.108929,1,22.292715
-5525.918318,1,22.293176
-4498.664282,1,22.293644
-4985.980558,1,22.294106
-4643.997293,1,22.294579
-4044.398242,1,22.295039
-5842.594756,1,22.295565
-6752.520782,1,22.296031
-4748.12922,1,22.296503
-4939.760812,1,22.296963
-5692.444913,1,22.297446
-5483.901559,1,22.298054
-5256.439185,1,22.298622
-5814.76079,1,22.299091
-5340.172226,1,22.299564
-4461.503819,1,22.300026
-4689.07037,1,22.300495
-6410.568432,1,22.300957
-5271.234739,1,22.301428
-4626.24027,1,22.301887
-4856.730214,1,22.302357
-5769.483206,1,22.302815
-5807.767554,1,22.303328
-5631.486336,1,22.303825
-5057.686329,1,22.304306
-5222.647224,1,22.304811
-4999.868069,1,22.305338
-4786.12114,1,22.305826
-5467.342247,1,22.306318
-5157.989816,1,22.306796
-4754.040663,1,22.30729
-5110.105685,1,22.307766
-5648.878733,1,22.308254
-5242.478728,1,22.308732
-5258.471668,1,22.30922
-5504.158499,1,22.309698
-4456.665383,1,22.310174
-5394.488529,1,22.310662
-5825.778963,1,22.31114
-4309.244006,1,22.311631
-4910.431422,1,22.312106
-4401.935063,1,22.312646
-5025.269218,1,22.31313
-5503.440815,1,22.313622
-5088.494183,1,22.314104
-5619.09848,1,22.314594
-5658.889773,1,22.315078
-5152.055094,1,22.315569
-4599.958737,1,22.316046
-4682.705364,1,22.316538
-5637.193303,1,22.317019
-5029.250857,1,22.317506
-5172.468624,1,22.317987
-5403.054968,1,22.318476
-4701.159546,1,22.318957
-4862.345701,1,22.319456
-5147.241786,1,22.319937
-5381.023547,1,22.320428
-4998.860932,1,22.32091
-5585.237545,1,22.32147
-5289.79953,1,22.32199
-5463.311285,1,22.322485
-5779.849587,1,22.322971
-5864.3963,1,22.323466
-5694.930687,1,22.323956
-4018.815719,1,22.324453
-5898.1562,1,22.324933
-6116.418114,1,22.325421
-3966.305459,1,22.325903
-5479.107225,1,22.326398
-4934.635376,1,22.326878
-6319.628606,1,22.327374
-4333.849931,1,22.327855
-6522.008293,1,22.32835
-5612.628372,1,22.328832
-4621.306854,1,22.329346
-4508.363414,1,22.329808
-5447.337508,1,22.330284
-4998.565538,1,22.330742
-4679.525589,1,22.331217
-4997.525065,1,22.331681
-5147.156447,1,22.332139
-4959.002597,1,22.332608
-4842.553795,1,22.333064
-4887.898453,1,22.333536
-4641.138029,1,22.333995
-5484.99416,1,22.334468
-5416.08772,1,22.334925
-5323.756666,1,22.335405
-4458.929624,1,22.335914
-6506.210323,1,22.336385
-5427.568371,1,22.336845
-5171.155174,1,22.337316
-5155.425854,1,22.337776
-6226.165202,1,22.338331
-4745.381333,1,22.338817
-5001.62868,1,22.339296
-5683.990154,1,22.33976
-4545.904625,1,22.340231
-4901.393395,1,22.340834
-4831.255029,1,22.341378
-5453.10221,1,22.341861
-4661.478342,1,22.342336
-5094.534168,1,22.342793
-5360.182092,1,22.343266
-5114.208491,1,22.343725
-6192.665709,1,22.344195
-4785.841862,1,22.344668
-4970.065378,1,22.345134
-6321.90359,1,22.34565
-5097.238963,1,22.346131
-5448.155576,1,22.346618
-5642.900432,1,22.3471
-5111.568476,1,22.347584
-5761.41117,1,22.348062
-5183.836231,1,22.348575
-4742.228841,1,22.349051
-5179.109219,1,22.349538
-5626.52454,1,22.350015
-5361.348755,1,22.350505
-4952.192669,1,22.350982
-5312.319272,1,22.351471
-4582.682032,1,22.351959
-5402.197534,1,22.352448
-5381.384422,1,22.352926
-5524.458656,1,22.353415
-5333.564315,1,22.353893
-5901.544789,1,22.35438
-4336.112884,1,22.354858
-4683.411064,1,22.355495
-6071.325385,1,22.35608
-4938.718165,1,22.35656
-5046.124653,1,22.357028
-6188.318859,1,22.357511
-5974.18148,1,22.357968
-5678.833401,1,22.35844
-5009.754505,1,22.358897
-5439.698152,1,22.359401
-5453.349865,1,22.359896
-5136.917051,1,22.360385
-4597.992119,1,22.360861
-4964.934779,1,22.361348
-5368.118829,1,22.361826
-4709.043458,1,22.36232
-6344.649047,1,22.362798
-5103.984707,1,22.363266
-5834.218108,1,22.363725
-4945.256024,1,22.364193
-4852.567894,1,22.364653
-4625.164811,1,22.365109
-5333.565548,1,22.365579
-4819.830047,1,22.366036
-6059.265194,1,22.366504
-5693.702382,1,22.366961
-4820.193464,1,22.367429
-5029.932854,1,22.367884
-4585.788121,1,22.368352
-4541.23482,1,22.368807
-5569.803859,1,22.369272
-5608.853125,1,22.369743
-5175.093333,1,22.370209
-4636.544695,1,22.370666
-4135.692935,1,22.371119
-5651.122361,1,22.371598
-5206.924831,1,22.372102
-5269.75395,1,22.372582
-4826.416588,1,22.373047
-5423.366835,1,22.373523
-4734.162066,1,22.373987
-4807.868614,1,22.374464
-4061.51211,1,22.374929
-5414.87531,1,22.375403
-4650.362969,1,22.375868
-4415.281007,1,22.376342
-4676.599481,1,22.376811
-5269.96611,1,22.377287
-5570.023588,1,22.377753
-5525.513462,1,22.378226
-5089.280487,1,22.378692
-5290.99804,1,22.379161
-5015.553074,1,22.379646
-5966.753939,1,22.380109
-5402.803689,1,22.380585
-5618.786432,1,22.381051
-6653.363381,1,22.381524
-5608.232656,1,22.381986
-5286.351589,1,22.382477
-5739.269834,1,22.382986
-6520.257788,1,22.383538
-6070.651281,1,22.384031
-5672.341894,1,22.384525
-5987.926858,1,22.384993
-5192.255372,1,22.38547
-4877.667366,1,22.385954
-4832.168398,1,22.386433
-5090.773636,1,22.386939
-4702.810257,1,22.387443
-4446.050423,1,22.387917
-5340.283372,1,22.388423
-5056.03999,1,22.388909
-4943.643188,1,22.389559
-4813.86272,1,22.390191
-4945.143425,1,22.390755
-5495.209924,1,22.391285
-5708.392507,1,22.391743
-5250.295511,1,22.392209
-5112.297287,1,22.392664
-4728.776385,1,22.393115
-5442.298158,1,22.393578
-5422.899739,1,22.39403
-5062.843405,1,22.394514
-4909.568908,1,22.394967
-5216.873148,1,22.395462
-6162.984013,1,22.395916
-4380.942187,1,22.39638
-4961.144199,1,22.396836
-5075.093807,1,22.3973
-4734.66713,1,22.397753
-6558.935344,1,22.398226
-5111.842111,1,22.398679
-5593.009057,1,22.399138
-5270.369606,1,22.3996
-5351.87617,1,22.400051
-5047.272563,1,22.400516
-5047.358454,1,22.400971
-5427.241938,1,22.401431
-4393.012231,1,22.401912
-4611.565063,1,22.402379
-4273.629474,1,22.402832
-5682.720299,1,22.403291
-5525.673253,1,22.403744
-5288.237561,1,22.404206
-5031.421141,1,22.404663
-4871.725596,1,22.405177
-4396.042723,1,22.405653
-5680.801091,1,22.406114
-4855.531611,1,22.406589
-5271.036786,1,22.40705
-5789.16383,1,22.407526
-5670.652101,1,22.407986
-5147.06003,1,22.40847
-4970.0188,1,22.408934
-5025.110868,1,22.409412
-5580.519148,1,22.409878
-5938.627859,1,22.410353
-5470.799137,1,22.410818
-5444.14916,1,22.411297
-5082.620483,1,22.411762
-5674.415454,1,22.412252
-4818.764395,1,22.412741
-4820.023039,1,22.413212
-6218.800194,1,22.413666
-6027.427309,1,22.414121
-4547.473956,1,22.414585
-4546.684355,1,22.415038
-5071.975195,1,22.415504
-4864.413947,1,22.415959
-4897.398332,1,22.416427
-5944.859176,1,22.416882
-4790.001679,1,22.417352
-4984.823412,1,22.417806
-4920.00968,1,22.418294
-5734.217625,1,22.418751
-4697.744583,1,22.419213
-5045.418363,1,22.419668
-4945.294187,1,22.420122
-5375.035151,1,22.420584
-4590.529501,1,22.421038
-5246.083124,1,22.421525
-6052.710166,1,22.422022
-4742.412024,1,22.422492
-6200.549293,1,22.422945
-5519.070318,1,22.423414
-5280.71731,1,22.423863
-5121.90925,1,22.424332
-4649.356988,1,22.424785
-6778.434152,1,22.425245
-4921.451758,1,22.425784
-5007.224079,1,22.426276
-5813.013898,1,22.426752
-4535.929273,1,22.427233
-5832.104451,1,22.427704
-4628.591158,1,22.428174
-4988.175264,1,22.428657
-5190.664437,1,22.429125
-5787.492367,1,22.429606
-5368.515506,1,22.430079
-5175.654284,1,22.430561
-4606.687176,1,22.431033
-4942.425733,1,22.431515
-6372.354922,1,22.431989
-4585.016842,1,22.432482
-4547.967168,1,22.432966
-5988.443792,1,22.433455
-4440.695513,1,22.433929
-5409.735051,1,22.434421
-4602.352822,1,22.434895
-7076.227445,1,22.435377
-4858.377592,1,22.4359
-5301.819497,1,22.4364
-4716.490074,1,22.436875
-4341.004847,1,22.437363
-5100.392996,1,22.437842
-4508.229677,1,22.438366
-5736.963537,1,22.439004
-5892.387757,1,22.439644
-5554.48649,1,22.440223
-4792.027692,1,22.440736
-5131.610932,1,22.441203
-5249.913276,1,22.441658
-5559.08346,1,22.44211
-5442.582036,1,22.442574
-6033.404082,1,22.443028
-5239.898282,1,22.44349
-5579.949194,1,22.443965
-5687.740311,1,22.444432
-4170.933005,1,22.444886
-5337.081037,1,22.445352
-5796.622205,1,22.445817
-5371.619034,1,22.446277
-5751.528105,1,22.446733
-4420.459227,1,22.447195
-5167.807655,1,22.447649
-4902.381821,1,22.448103
-5595.74798,1,22.448568
-4941.852559,1,22.449021
-5251.404095,1,22.449484
-4466.864647,1,22.449935
-4782.551844,1,22.450395
-6791.711013,1,22.450846
-4399.581801,1,22.451309
-5019.776358,1,22.451762
-4492.865745,1,22.452225
-5647.4191,1,22.45268
-6808.07384,1,22.453133
-5387.163908,1,22.453592
-6253.801753,1,22.454042
-5714.801038,1,22.454503
-5456.069318,1,22.454956
-4578.20823,1,22.455495
-4833.198399,1,22.455949
-5929.030843,1,22.456413
-5279.36995,1,22.456865
-5331.205846,1,22.457327
-4350.020293,1,22.45778
-5533.943724,1,22.458242
-5643.678125,1,22.458697
-4817.332833,1,22.459151
-5251.295155,1,22.459616
-5379.311382,1,22.460069
-5558.345933,1,22.460534
-5869.594149,1,22.460989
-4248.961255,1,22.461462
-4633.188822,1,22.461915
-5844.541041,1,22.462405
-4838.439935,1,22.462868
-4629.488105,1,22.463334
-5360.861336,1,22.463789
-5074.49184,1,22.464252
-5543.800667,1,22.464709
-5361.720647,1,22.465164
-5844.175942,1,22.465626
-5243.596401,1,22.466081
-5461.796714,1,22.466544
-4876.573313,1,22.466998
-5280.335548,1,22.467461
-5779.153138,1,22.467913
-5941.925517,1,22.468466
-5205.994592,1,22.468962
-5704.455192,1,22.469458
-5041.68903,1,22.469932
-4065.850669,1,22.470418
-5359.730491,1,22.470895
-6225.470225,1,22.471384
-5415.956818,1,22.471979
-4886.184963,1,22.472658
-4098.332287,1,22.473247
-5359.229673,1,22.473773
-5353.203628,1,22.47425
-4880.519906,1,22.474708
-5999.673014,1,22.475163
-5507.693918,1,22.475629
-5898.362086,1,22.476086
-4806.722089,1,22.476552
-5848.181193,1,22.477006
-6650.29649,1,22.477472
-5599.667918,1,22.477921
-5525.899146,1,22.478387
-5056.06316,1,22.478838
-4977.516357,1,22.479303
-5442.94409,1,22.479766
-6254.078167,1,22.480231
-5612.054449,1,22.480683
-5080.289249,1,22.481133
-5734.95012,1,22.481595
-4791.283428,1,22.482044
-5008.510384,1,22.482507
-5870.056158,1,22.482957
-5576.997195,1,22.48342
-5167.753664,1,22.483871
-4858.188179,1,22.484334
-6205.476514,1,22.484786
-5152.283177,1,22.485247
-5328.68902,1,22.48572
-4678.541469,1,22.486202
-5158.036055,1,22.486674
-5309.429609,1,22.487144
-4951.276833,1,22.487623
-5616.724876,1,22.488096
-6670.853298,1,22.488598
-4755.20625,1,22.489069
-5331.950335,1,22.48955
-5043.173908,1,22.490028
-5135.152741,1,22.490517
-5592.450848,1,22.490989
-6105.349139,1,22.491474
-5083.765337,1,22.491951
-5333.857117,1,22.49244
-4956.704894,1,22.492916
-4417.365451,1,22.493404
-6204.179109,1,22.493896
-5192.905118,1,22.494382
-4807.070778,1,22.494854
-5044.173298,1,22.495355
-5045.80169,1,22.495831
-4922.327445,1,22.496313
-5378.953547,1,22.496785
-6269.282118,1,22.497269
-4307.507786,1,22.497741
-5572.848834,1,22.498224
-4900.556225,1,22.498698
-5569.359329,1,22.499173
-4691.369597,1,22.499655
-5134.895181,1,22.500132
-4845.872385,1,22.500615
-5450.727048,1,22.501088
-5084.179421,1,22.501574
-5116.261241,1,22.502053
-5724.971039,1,22.50254
-5448.054636,1,22.503016
-4991.866831,1,22.503546
-4832.534834,1,22.504067
-4796.187295,1,22.504554
-4559.335828,1,22.505063
-5362.585141,1,22.505554
-5451.064273,1,22.506033
-4728.947845,1,22.50652
-6074.497214,1,22.506992
-5610.488441,1,22.5075
-5459.915987,1,22.507973
-5216.676376,1,22.508476
-5265.601417,1,22.508959
-5027.969526,1,22.509448
-5366.389899,1,22.509925
-4852.896234,1,22.510412
-6011.039571,1,22.510888
-5337.01826,1,22.511468
-6034.967217,1,22.511951
-5187.535519,1,22.512458
-5951.421396,1,22.512934
-5728.210796,1,22.513426
-4840.076499,1,22.513903
-5431.199684,1,22.514395
-5742.677671,1,22.514886
-5695.372279,1,22.515376
-5273.644938,1,22.515849
-4702.134793,1,22.516338
-5477.049163,1,22.516812
-4972.204484,1,22.517294
