#{"t_start": 1763674313.4397767, "env_id": "None"}
r,l,t
-5125.530605,1,31.049342
-5422.618383,1,31.049805
-5614.41149,1,31.050284
-5233.557567,1,31.05075
-6343.547872,1,31.051223
-5622.316735,1,31.051687
-5448.054014,1,31.052152
-4341.560661,1,31.05263
-5010.447057,1,31.053095
-4919.312057,1,31.053569
-5153.285637,1,31.054034
-5249.909162,1,31.054509
-4853.253471,1,31.054975
-5157.852469,1,31.055492
-4971.717082,1,31.055962
-4846.318884,1,31.056448
-5481.11131,1,31.056913
-5826.419069,1,31.057394
-5364.024249,1,31.057854
-6029.791771,1,31.058332
-4773.102151,1,31.058799
-5141.048032,1,31.059274
-5195.890061,1,31.059739
-3791.379607,1,31.060213
-6078.174568,1,31.060686
-3977.566228,1,31.061151
-6120.434946,1,31.061625
-4236.98134,1,31.06209
-5811.719758,1,31.062565
-5416.461567,1,31.06303
-4748.954671,1,31.063504
-5248.717669,1,31.063969
-5299.639756,1,31.064444
-4557.387888,1,31.064913
-4818.035093,1,31.065392
-5477.714379,1,31.065863
-5950.529213,1,31.066345
-4836.664229,1,31.066809
-4845.750401,1,31.067284
-5637.03966,1,31.067749
-4965.141899,1,31.068222
-5321.251315,1,31.068686
-5199.934937,1,31.069151
-5521.594959,1,31.069624
-5547.629194,1,31.070087
-4509.516291,1,31.070564
-5416.772586,1,31.07103
-4335.577773,1,31.071508
-5551.533012,1,31.071972
-4438.374254,1,31.072448
-5438.286922,1,31.07291
-5359.658757,1,31.073384
-4803.315881,1,31.073848
-4540.77781,1,31.074325
-4463.267469,1,31.07479
-4362.432239,1,31.075263
-5727.197361,1,31.075732
-5335.882355,1,31.076209
-6081.75196,1,31.076672
-4309.280581,1,31.077134
-4486.758286,1,31.07761
-5794.644567,1,31.078075
-4827.129392,1,31.078551
-6449.614477,1,31.079014
-4931.445354,1,31.079491
-5511.332459,1,31.079954
-5165.439768,1,31.08043
-3836.470045,1,31.080894
-5176.059899,1,31.081369
-6074.761802,1,31.081832
-5415.012614,1,31.082309
-5520.377595,1,31.082773
-5706.966635,1,31.083244
-4815.546613,1,31.083709
-4892.81112,1,31.084172
-4840.609873,1,31.084646
-4900.707006,1,31.085107
-4646.13877,1,31.08558
-5221.334365,1,31.086047
-4521.20505,1,31.08652
-5268.146778,1,31.086981
-4693.708397,1,31.08753
-6152.288541,1,31.087993
-5739.936968,1,31.088468
-5196.263458,1,31.088932
-5666.458866,1,31.089406
-4616.565854,1,31.08987
-5664.685504,1,31.090347
-5776.356657,1,31.090811
-5655.287964,1,31.091286
-5297.165173,1,31.091751
-5261.441294,1,31.092225
-5006.038037,1,31.09269
-4621.442978,1,31.09315
-5379.479944,1,31.093627
-4376.924639,1,31.094091
-5230.425101,1,31.094565
-5093.739648,1,31.095026
-5079.602279,1,31.095505
-5208.661753,1,31.095976
-5033.960787,1,31.096452
-5291.434883,1,31.096917
-5447.985148,1,31.097391
-4853.929843,1,31.097855
-5068.682232,1,31.098331
-5449.283539,1,31.098795
-5398.681683,1,31.099266
-5701.499717,1,31.099732
-6012.526831,1,31.100206
-4623.600149,1,31.100673
-5527.755208,1,31.101142
-5043.698972,1,31.101622
-5744.197234,1,31.102086
-5921.683724,1,31.102559
-5480.300019,1,31.103023
-5669.968861,1,31.103501
-5238.980426,1,31.103965
-5105.452467,1,31.104441
-5904.254642,1,31.104903
-5980.48318,1,31.10538
-5050.133466,1,31.105844
-5073.145443,1,31.106335
-5208.172778,1,31.106808
-4627.616165,1,31.107285
-5474.792459,1,31.107749
-5787.707503,1,31.108222
-5169.35929,1,31.108731
-4894.079339,1,31.109259
-4594.128281,1,31.109724
-5031.022336,1,31.1102
-5493.650046,1,31.110667
-5339.16672,1,31.111134
-4750.417891,1,31.111606
-6238.836662,1,31.112066
-5410.231237,1,31.112549
-4273.137492,1,31.113013
-5860.358597,1,31.113488
-5385.695381,1,31.113953
-6050.468592,1,31.11443
-5363.475505,1,31.114896
-5387.874306,1,31.115372
-5022.081746,1,31.115834
-5880.238945,1,31.116322
-5004.947425,1,31.116786
-5335.10741,1,31.117261
-5224.300691,1,31.117725
-4686.791621,1,31.118201
-4530.191162,1,31.118667
-4749.263534,1,31.119127
-4661.976132,1,31.11961
-4639.12028,1,31.120076
-5799.32512,1,31.12055
-4022.325056,1,31.121016
-5519.653552,1,31.121494
-5169.66604,1,31.121959
-4756.90373,1,31.122438
-4941.893634,1,31.122905
-4844.930463,1,31.123383
-5322.779837,1,31.123852
-5292.238747,1,31.124336
-5541.173376,1,31.124817
-4859.336023,1,31.125298
-5286.060271,1,31.125764
-4879.030054,1,31.126253
-4230.923618,1,31.12672
-4857.84776,1,31.127195
-5350.313821,1,31.127658
-6169.028621,1,31.128122
-4764.42217,1,31.128598
-5891.6721,1,31.129061
-5507.539151,1,31.129537
-5218.35721,1,31.130092
-5565.275396,1,31.13057
-5320.834298,1,31.131031
-6147.457719,1,31.131514
-5797.887581,1,31.131984
-4749.154137,1,31.132461
-4444.410488,1,31.132925
-6091.56172,1,31.133398
-4756.900679,1,31.133863
-5205.334271,1,31.134339
-4641.906198,1,31.134803
-4533.436735,1,31.135281
-4953.187023,1,31.135747
-4820.584725,1,31.136225
-5051.791817,1,31.136691
-5784.656651,1,31.137156
-4280.376061,1,31.13763
-5106.163401,1,31.138096
-5901.941324,1,31.138577
-5550.440247,1,31.13904
-5812.225905,1,31.139514
-4780.442113,1,31.139979
-6296.750514,1,31.140454
-5412.854078,1,31.140919
-5147.959888,1,31.141391
-5726.478801,1,31.141856
-4965.70386,1,31.142329
-4758.080761,1,31.142792
-5471.519425,1,31.143266
-6016.518453,1,31.143732
-4478.145959,1,31.144208
-5514.063697,1,31.144675
-5862.822161,1,31.145138
-5591.487885,1,31.145613
-5107.005725,1,31.146075
-5782.974224,1,31.146582
-5385.54271,1,31.147068
-5118.430297,1,31.147565
-4955.103706,1,31.14803
-4761.811226,1,31.148505
-5082.990693,1,31.148971
-4365.719797,1,31.149447
-5229.317147,1,31.149911
-5255.942523,1,31.150389
-5254.452275,1,31.150851
-5620.23141,1,31.151329
-4587.691217,1,31.151792
-5023.429228,1,31.152266
-5534.088623,1,31.152732
-5447.31056,1,31.153213
-4585.908448,1,31.153679
-5056.238503,1,31.154142
-5524.756379,1,31.154615
-5989.11275,1,31.155079
-5377.529364,1,31.155602
-5594.881222,1,31.156066
-5871.079384,1,31.156544
-5166.393878,1,31.157009
-4587.120873,1,31.157487
-5366.381688,1,31.157949
-4757.787479,1,31.158426
-5270.943306,1,31.158891
-5399.322175,1,31.159366
-4739.946917,1,31.159832
-5413.604321,1,31.160307
-5308.213136,1,31.160773
-5717.512016,1,31.161246
-5104.792515,1,31.161711
-5432.039672,1,31.16219
-4993.745651,1,31.162659
-4854.222921,1,31.163124
-5585.472475,1,31.163606
-5827.944542,1,31.164072
-5564.065758,1,31.164546
-5889.328175,1,31.165012
-4535.533601,1,31.165486
-4947.899614,1,31.165953
-6558.225357,1,31.166431
-4206.810003,1,31.166895
-5419.521397,1,31.167373
-5181.422213,1,31.167844
-4647.212483,1,31.16832
-5444.978237,1,31.168784
-5203.518738,1,31.169258
-5530.863993,1,31.169722
-4500.737716,1,31.170197
-5215.090271,1,31.170662
-5029.880998,1,31.171126
-4461.995369,1,31.171601
-4737.817863,1,31.172065
-5961.619291,1,31.172678
-5623.507128,1,31.173145
-4554.234151,1,31.173624
-4931.952176,1,31.174088
-5232.593496,1,31.174563
-5251.176193,1,31.175026
-5677.101319,1,31.175504
-5657.515829,1,31.175967
-6411.537761,1,31.176443
-4799.660338,1,31.176908
-4720.033226,1,31.177382
-5396.238086,1,31.17785
-4476.041151,1,31.178325
-4639.546057,1,31.178788
-5188.806498,1,31.179261
-5295.993346,1,31.179726
-5084.913438,1,31.180216
-4978.057384,1,31.180681
-5468.071684,1,31.181154
-5279.307744,1,31.181635
-3681.488702,1,31.1821
-4759.886812,1,31.182574
-5581.497665,1,31.183037
-4773.305144,1,31.183514
-5009.506446,1,31.183979
-5765.53976,1,31.184459
-5371.382912,1,31.184924
-5153.96935,1,31.185407
-5493.324094,1,31.18587
-5992.534349,1,31.186345
-5790.122177,1,31.186809
-5612.463588,1,31.187284
-4275.875656,1,31.187753
-5432.129636,1,31.18823
-4710.377365,1,31.188694
-5727.939773,1,31.189158
-4727.624529,1,31.189632
-5545.00165,1,31.190093
-5188.573102,1,31.190573
-4879.021417,1,31.191037
-4838.834401,1,31.191514
-4435.348935,1,31.191982
-5287.786497,1,31.192456
-5667.127437,1,31.192918
-6225.745161,1,31.19339
-5170.967579,1,31.193854
-5527.131235,1,31.194334
-4724.414575,1,31.194799
-5474.039513,1,31.195274
-5707.407595,1,31.195739
-5578.148922,1,31.196212
-4370.18627,1,31.196679
-6419.301907,1,31.197142
-5024.908913,1,31.197622
-5259.633067,1,31.198082
-5587.856883,1,31.19855
-5688.34042,1,31.199004
-4449.489887,1,31.199471
-4760.172294,1,31.199925
-5736.575795,1,31.200387
-5652.258072,1,31.200841
-5966.871466,1,31.201309
-4907.196841,1,31.201762
-5048.598664,1,31.202225
-4835.122925,1,31.20268
-5222.725259,1,31.203133
-4771.886159,1,31.203597
-5122.825542,1,31.204053
-5611.858595,1,31.204524
-5668.521063,1,31.204977
-5525.452539,1,31.205441
-5168.673996,1,31.205895
-5423.444894,1,31.20636
-5631.48487,1,31.206812
-4697.323407,1,31.207276
-4139.620898,1,31.207754
-5590.245161,1,31.208228
-4926.194885,1,31.208685
-5617.992754,1,31.209141
-5074.901984,1,31.209609
-4766.883509,1,31.210064
-4578.962496,1,31.210532
-5069.37113,1,31.210987
-4644.927237,1,31.211457
-4881.821699,1,31.21191
-5589.239772,1,31.212376
-5024.166205,1,31.21283
-5762.172655,1,31.213298
-5357.280468,1,31.213753
-5091.135449,1,31.214218
-3967.65092,1,31.214674
-5661.595149,1,31.215203
-5396.021164,1,31.215669
-5212.805909,1,31.216125
-4672.171516,1,31.216608
-5226.902946,1,31.217066
-4301.582516,1,31.217533
-4748.277001,1,31.217992
-5395.498064,1,31.218462
-4843.6388,1,31.218925
-5427.774639,1,31.219395
-5466.338613,1,31.219851
-4899.22727,1,31.220322
-5938.405533,1,31.220818
-4844.358295,1,31.221291
-5124.759015,1,31.221755
-4833.548263,1,31.222222
-5446.319721,1,31.22268
-4285.492892,1,31.223136
-5435.635197,1,31.223607
-5611.573019,1,31.224064
-6328.991895,1,31.224536
-4626.085207,1,31.224991
-4886.593884,1,31.225465
-5848.683365,1,31.225922
-5560.928151,1,31.22639
-3956.861787,1,31.226848
-5371.858216,1,31.227317
-4824.154897,1,31.227774
-6591.687113,1,31.22825
-5724.094837,1,31.228731
-4783.080145,1,31.229202
-5473.108832,1,31.229662
-6042.912416,1,31.230121
-5278.790554,1,31.230587
-5965.786705,1,31.231042
-4759.29885,1,31.231515
-4920.996732,1,31.231972
-4955.039743,1,31.232447
-5428.375024,1,31.232904
-4780.657052,1,31.233372
-5073.333159,1,31.233829
-4571.594874,1,31.234293
-4967.975715,1,31.23475
-4975.080536,1,31.235215
-5636.144037,1,31.235674
-5114.363182,1,31.236129
-4788.200701,1,31.236601
-5731.595936,1,31.237057
-4705.632518,1,31.237526
-5363.308303,1,31.238023
-4952.562506,1,31.238496
-5643.638157,1,31.238958
-5841.567772,1,31.239428
-4579.230337,1,31.239888
-5671.809687,1,31.240357
-5637.296038,1,31.240813
-5274.706833,1,31.241284
-4761.088183,1,31.241741
-5511.25099,1,31.242216
-5257.498371,1,31.242674
-4867.163984,1,31.243127
-5122.975205,1,31.243599
-5844.325093,1,31.244056
-4109.239986,1,31.244528
-5136.223174,1,31.244985
-4739.393813,1,31.245455
-5045.778259,1,31.24591
-4686.296616,1,31.246379
-5779.122421,1,31.246829
-5265.159021,1,31.247296
-5843.728768,1,31.247747
-4990.543646,1,31.248207
-5180.455495,1,31.24866
-4593.693602,1,31.249118
-5367.400242,1,31.249581
-6128.042964,1,31.250033
-4952.483691,1,31.250496
-4551.811581,1,31.250948
-5383.459258,1,31.251424
-3752.376564,1,31.251879
-5757.25636,1,31.252345
-5271.973443,1,31.252799
-5565.029653,1,31.253276
-5113.719606,1,31.253731
-4891.077968,1,31.254194
-4949.307023,1,31.254696
-5636.574015,1,31.255162
-5117.915238,1,31.255687
-4493.819672,1,31.256142
-4599.557101,1,31.256607
-5280.341922,1,31.257063
-4832.150275,1,31.257535
-5542.409348,1,31.258097
-5077.370946,1,31.258595
-6092.160293,1,31.259063
-4912.254662,1,31.25954
-5534.136459,1,31.259997
-4931.072826,1,31.260466
-4959.801378,1,31.260926
-5710.117628,1,31.261395
-4983.776896,1,31.261852
-4847.546789,1,31.26232
-5235.205349,1,31.262778
-5714.269438,1,31.263248
-5536.683488,1,31.263708
-5912.789414,1,31.264165
-5592.446719,1,31.264631
-5697.685207,1,31.265087
-5538.276478,1,31.265557
-5038.749667,1,31.266014
-4515.954558,1,31.266484
-4552.500024,1,31.266939
-4781.729183,1,31.267416
-5111.25962,1,31.267872
-5320.081246,1,31.268341
-6149.599403,1,31.268795
-5101.19281,1,31.269263
-4419.427874,1,31.269713
-5111.283714,1,31.270164
-4923.255205,1,31.270671
-5626.294159,1,31.271128
-4344.167428,1,31.271594
-5358.805298,1,31.272047
-4402.496653,1,31.272511
-4358.849469,1,31.272967
-5260.697468,1,31.273437
-5526.028377,1,31.273888
-5104.216844,1,31.274349
-4374.467093,1,31.274802
-4940.880526,1,31.275264
-4694.033686,1,31.275716
-4698.617722,1,31.27617
-5697.078652,1,31.276639
-4565.617217,1,31.277092
-5119.313281,1,31.277558
-4635.100499,1,31.278012
-5307.57895,1,31.278476
-4528.880222,1,31.27893
-5517.821682,1,31.279398
-5406.014791,1,31.279852
-4806.240402,1,31.28032
-5621.913851,1,31.280775
-5384.719862,1,31.281243
-5747.146702,1,31.281699
-5905.465309,1,31.282151
-4186.860647,1,31.282614
-4804.473406,1,31.283069
-4904.6779,1,31.283533
-6309.556677,1,31.283986
-5257.612411,1,31.284451
-4516.797026,1,31.284904
-5887.218259,1,31.285368
-4310.555093,1,31.285823
-4899.922194,1,31.286291
-5485.698855,1,31.286743
-5258.51953,1,31.28721
-5108.073925,1,31.287707
-4999.026266,1,31.288164
-5634.815563,1,31.288626
-4844.981532,1,31.289082
-4959.284164,1,31.289548
-5518.64143,1,31.29
-5651.926207,1,31.290468
-4706.633801,1,31.290922
-5035.661086,1,31.291389
-6312.433097,1,31.291842
-5534.219974,1,31.292308
-5567.761821,1,31.292814
-5241.08664,1,31.293297
-5864.137943,1,31.293749
-4336.43882,1,31.29421
-5908.530779,1,31.294661
-4966.167126,1,31.295113
-4920.174152,1,31.295584
-4853.662917,1,31.296037
-6103.467639,1,31.296502
-5111.192208,1,31.296958
-3886.218926,1,31.297427
-5352.815552,1,31.297882
-5349.89901,1,31.29835
-4375.963749,1,31.298803
-5361.108563,1,31.299273
-4862.84281,1,31.299731
-6197.492365,1,31.300195
-5365.528587,1,31.300762
-5077.176295,1,31.301256
-3847.19594,1,31.301723
-4584.122304,1,31.302179
-5670.607179,1,31.302649
-4762.279313,1,31.303103
-5531.463783,1,31.303575
-5335.508807,1,31.304029
-5353.235306,1,31.304525
-5967.931611,1,31.304984
-5096.710418,1,31.305451
-5414.746228,1,31.305904
-4595.339278,1,31.306368
-5452.850663,1,31.306822
-4417.903091,1,31.307287
-4793.019642,1,31.307739
-5101.107427,1,31.308207
-4466.677596,1,31.308717
-5801.539463,1,31.309245
-5331.460117,1,31.309705
-5598.193009,1,31.310156
-5520.072828,1,31.310626
-5435.094369,1,31.31108
-5247.144218,1,31.31155
-4588.195908,1,31.312004
-4764.668907,1,31.312468
-5011.921742,1,31.312922
-6134.088658,1,31.313388
-5063.160657,1,31.313838
-6223.916929,1,31.314309
-4719.878795,1,31.314767
-5704.717608,1,31.315232
-6027.087904,1,31.315687
-5069.616952,1,31.316141
-4989.91515,1,31.316605
-4064.911367,1,31.317059
-6007.400832,1,31.317525
-5066.913721,1,31.317986
-5659.949974,1,31.318453
-5782.811603,1,31.318908
-5358.270442,1,31.319383
-5005.467056,1,31.319838
-4908.984348,1,31.32031
-5201.513747,1,31.320814
-5357.136179,1,31.321297
-5510.233597,1,31.321764
-5561.341489,1,31.322236
-5214.913894,1,31.322701
-5030.374514,1,31.323163
-4809.913379,1,31.323642
-4812.357465,1,31.324104
-5264.695294,1,31.324584
-5448.407417,1,31.325048
-5252.642443,1,31.325524
-4907.867841,1,31.325989
-5853.096324,1,31.326465
-5543.034043,1,31.326931
-4615.513919,1,31.327408
-4973.211517,1,31.327874
-4898.771581,1,31.328351
-5020.085629,1,31.32882
-5663.665433,1,31.329304
-6093.741909,1,31.32978
-5767.685839,1,31.330259
-5242.83375,1,31.330726
-4489.440131,1,31.331203
-5721.987992,1,31.331677
-4695.400322,1,31.332143
-5387.592124,1,31.332625
-5254.019603,1,31.333088
-5190.97464,1,31.333562
-5456.027672,1,31.334027
-4986.616926,1,31.334503
-4062.685368,1,31.334968
-5113.258238,1,31.335445
-5951.217073,1,31.335909
-5379.487619,1,31.336382
-5627.489271,1,31.336845
-5681.31185,1,31.337321
-5201.515514,1,31.337788
-5138.557157,1,31.338278
-6379.687553,1,31.338776
-5830.361209,1,31.339248
-4418.698106,1,31.339784
-4848.826251,1,31.340267
-4805.820171,1,31.340744
-4981.040302,1,31.341224
-5981.257551,1,31.341691
-4886.961916,1,31.342156
-4584.75195,1,31.34263
-4429.876589,1,31.343199
-5140.375302,1,31.343675
-5661.304394,1,31.344139
-5741.419324,1,31.344626
-5148.762839,1,31.345089
-4952.444006,1,31.345566
-5577.617831,1,31.346031
-5855.501877,1,31.346509
-4852.511242,1,31.346974
-4891.378354,1,31.347452
-5698.947813,1,31.347917
-4675.923932,1,31.34839
-5415.502961,1,31.348863
-4350.893498,1,31.349341
-4992.934888,1,31.349807
-4815.769246,1,31.350282
-5659.129176,1,31.350748
-5312.72544,1,31.351223
-4673.32774,1,31.351691
-5142.092809,1,31.352155
-5267.636882,1,31.35263
-5875.523152,1,31.353092
-5465.653947,1,31.353571
-4719.356318,1,31.354038
-5166.329106,1,31.354514
-5329.389951,1,31.35498
-5172.764768,1,31.35546
-4692.760784,1,31.355995
-4592.035447,1,31.356483
-5683.614571,1,31.356951
-5152.230644,1,31.357435
-5456.619005,1,31.357904
-6285.743946,1,31.358382
-4891.31822,1,31.358858
-5120.176649,1,31.359342
-5024.218883,1,31.359817
-4309.832042,1,31.360296
-5655.780449,1,31.360765
-5485.063748,1,31.361248
-4947.136651,1,31.361717
-5490.020925,1,31.362196
-5128.441368,1,31.362665
-5426.697141,1,31.363134
-5561.027501,1,31.363612
-4896.073796,1,31.364083
-5338.063016,1,31.364561
-5219.564138,1,31.36503
-5334.908079,1,31.36551
-4544.129338,1,31.365977
-5817.151013,1,31.366456
-4817.96886,1,31.366925
-5605.091021,1,31.367405
-4905.991982,1,31.36787
-4095.76841,1,31.368353
-4917.072243,1,31.368821
-5047.03758,1,31.369301
-5582.056263,1,31.369771
-6149.427328,1,31.370245
-5390.188023,1,31.370714
-4179.29859,1,31.371199
-4662.101404,1,31.371664
-5106.032453,1,31.37213
-5966.200652,1,31.372606
-4839.820346,1,31.373116
-5537.499172,1,31.373588
-4402.46782,1,31.374045
-5854.719405,1,31.374512
-4020.728429,1,31.374966
-5367.36322,1,31.375432
-5417.684545,1,31.375887
-4919.264992,1,31.376354
-4375.388129,1,31.376807
-5205.796559,1,31.377272
-6348.590146,1,31.377728
-4550.323583,1,31.378192
-4324.083478,1,31.37865
-5884.797979,1,31.379113
-5237.218654,1,31.379579
-5095.941342,1,31.38004
-4895.978274,1,31.380503
-5654.722308,1,31.380956
-5697.631457,1,31.381424
-5534.667104,1,31.381876
-5541.399052,1,31.382342
-5246.71873,1,31.382793
-5699.857131,1,31.383257
-5831.353702,1,31.383713
-5180.502312,1,31.384165
-4862.776357,1,31.384629
-4913.087017,1,31.385084
-5509.703544,1,31.385551
-4854.07153,1,31.386099
-5089.020941,1,31.386567
-4608.860443,1,31.38702
-5725.804332,1,31.387491
-6154.457675,1,31.387945
-5666.470085,1,31.388412
-5834.87783,1,31.388865
-5136.563218,1,31.389337
-5179.149017,1,31.389795
-5320.785145,1,31.390261
-4077.543446,1,31.390715
-4765.343815,1,31.391168
-5228.647609,1,31.391632
-5931.793937,1,31.392086
-4858.001636,1,31.392551
-5325.317228,1,31.393004
-4862.445238,1,31.393473
-5209.23698,1,31.393927
-4786.635392,1,31.394396
-5452.367105,1,31.394848
-4313.660078,1,31.395312
-5184.324895,1,31.395769
-5399.904017,1,31.396232
-5645.567045,1,31.396688
-5290.356119,1,31.397142
-5755.685406,1,31.397609
-5529.043437,1,31.398064
-5308.746958,1,31.39853
-4998.820072,1,31.398986
-5124.191696,1,31.399454
-5958.864954,1,31.399914
-5459.103358,1,31.400378
-4975.332599,1,31.400938
-5062.198106,1,31.401419
-4624.658286,1,31.401877
-5723.860996,1,31.402347
-5476.406953,1,31.402801
-4579.496344,1,31.403266
-4870.116516,1,31.403798
-4902.496959,1,31.404431
-5079.268837,1,31.404941
-5290.375801,1,31.405428
-6071.259354,1,31.40589
-5111.78734,1,31.406365
-4525.366349,1,31.406825
-4981.450969,1,31.407299
-4896.768108,1,31.407793
-5302.950513,1,31.408331
-5363.360759,1,31.408797
-5495.091057,1,31.409343
-4913.322906,1,31.409906
-4991.196105,1,31.410379
-5710.809716,1,31.410837
-4595.965915,1,31.411311
-5088.30718,1,31.411767
-5123.003737,1,31.412232
-5150.928116,1,31.412689
-5743.745221,1,31.413146
-5786.988321,1,31.413609
-5547.689303,1,31.414065
-5252.266667,1,31.414535
-5230.137547,1,31.414991
-5236.735321,1,31.415467
-5478.911115,1,31.41593
-4483.115524,1,31.416399
-5687.366646,1,31.416854
-5665.675316,1,31.417327
-6233.922366,1,31.417784
-5115.458545,1,31.418254
-4569.415525,1,31.418712
-4812.990791,1,31.419176
-5365.43652,1,31.419652
-4595.742587,1,31.420117
-4753.629329,1,31.420648
-6025.591148,1,31.421111
-4686.837908,1,31.42161
-4579.084718,1,31.422073
-4859.73702,1,31.422544
-5913.818172,1,31.423006
-5711.899696,1,31.423478
-5697.421516,1,31.423938
-5416.180291,1,31.424413
-5765.646457,1,31.424871
-5706.188568,1,31.425343
-5543.615118,1,32.145697
-5497.919674,1,32.146266
-4927.147887,1,32.146736
-4515.641258,1,32.147214
-5268.157473,1,32.147684
-5274.207571,1,32.148144
-4934.1463,1,32.148618
-5284.143665,1,32.149081
-5771.373495,1,32.149549
-5330.61017,1,32.150009
-4482.227017,1,32.150483
-5866.796087,1,32.150957
-5094.326029,1,32.151427
-5098.279945,1,32.151887
-4826.463031,1,32.152363
-5740.503178,1,32.152821
-4673.542148,1,32.153293
-5592.481109,1,32.153813
-4573.345191,1,32.154312
-5855.027635,1,32.154779
-6030.843335,1,32.155251
-5068.44069,1,32.155717
-5074.566808,1,32.156178
-4921.673162,1,32.156693
-4950.666294,1,32.157159
-5139.920067,1,32.157634
-5791.211317,1,32.158093
-5953.902363,1,32.158568
-5500.960517,1,32.159028
-4872.686488,1,32.159507
-4506.058091,1,32.159974
-4862.740003,1,32.160447
-4983.251453,1,32.160913
-4465.306666,1,32.161389
-6060.284205,1,32.16185
-5388.578579,1,32.16233
-4344.627278,1,32.16279
-4280.077253,1,32.163266
-4922.871825,1,32.163729
-5682.15129,1,32.164207
-5113.66408,1,32.164725
-5602.120414,1,32.165215
-5948.696884,1,32.165687
-4892.775,1,32.166148
-5140.721095,1,32.166624
-4426.815869,1,32.167088
-4888.495088,1,32.167562
-4800.733766,1,32.168025
-5145.611627,1,32.1685
-5825.262627,1,32.168965
-5000.77373,1,32.169445
-5419.441694,1,32.169906
-5779.82141,1,32.17038
-4919.492119,1,32.17084
-5401.172819,1,32.171307
-5514.952469,1,32.171764
-5194.134266,1,32.172235
-4654.611537,1,32.172696
-5673.369446,1,32.173152
-5301.530812,1,32.173625
-4161.284248,1,32.174088
-5252.787342,1,32.174559
-4033.525288,1,32.175019
-5292.503536,1,32.175489
-5759.848895,1,32.175949
-5538.196817,1,32.176415
-5561.998379,1,32.176875
-6425.270261,1,32.177339
-6115.023668,1,32.177798
-6002.610262,1,32.178268
-5632.75076,1,32.178733
-4321.248438,1,32.179204
-4568.390292,1,32.179663
-5153.203201,1,32.180121
-5301.985929,1,32.180593
-3782.212291,1,32.181062
-4839.222533,1,32.181534
-5062.190054,1,32.181993
-5335.499817,1,32.182464
-5390.351326,1,32.182924
-5111.527073,1,32.183401
-5505.326673,1,32.183858
-5123.541634,1,32.18434
-5603.811219,1,32.184801
-4053.001556,1,32.185273
-6234.138149,1,32.185734
-4427.709418,1,32.186207
-5031.10919,1,32.186672
-5823.321716,1,32.187131
-5682.560438,1,32.187603
-4987.580187,1,32.188062
-5153.231006,1,32.188531
-4306.849812,1,32.188988
-4169.028352,1,32.189467
-4158.111955,1,32.189927
-5379.493919,1,32.190403
-4827.414522,1,32.190862
-6230.996887,1,32.191339
-6040.82348,1,32.191802
-4908.907036,1,32.192271
-5073.828072,1,32.192732
-5334.219014,1,32.193202
-5198.270986,1,32.193665
-5164.056142,1,32.194128
-5600.227727,1,32.194603
-6128.197452,1,32.195061
-5822.217273,1,32.19553
-5737.747183,1,32.195987
-5936.378273,1,32.196539
-5525.503898,1,32.197005
-4859.222738,1,32.197511
-6057.641181,1,32.197972
-4586.797235,1,32.198448
-4932.430797,1,32.198918
-4946.784168,1,32.199405
-5221.980851,1,32.199867
-4597.924696,1,32.200343
-5103.160471,1,32.200807
-5955.780445,1,32.201279
-5319.393893,1,32.201741
-5342.149837,1,32.202209
-4885.333348,1,32.202679
-5817.041545,1,32.203139
-4736.712697,1,32.203613
-5196.330486,1,32.204086
-5838.843209,1,32.204562
-5050.698747,1,32.205023
-4233.352683,1,32.205492
-6445.945591,1,32.205954
-5380.326997,1,32.206425
-5298.792363,1,32.206885
-5795.910989,1,32.207355
-5346.527061,1,32.207815
-5279.24349,1,32.208282
-5460.79661,1,32.208742
-5318.161024,1,32.209209
-5039.196148,1,32.209666
-4944.33553,1,32.210121
-5687.164051,1,32.210597
-5931.73883,1,32.211061
-5034.495078,1,32.211531
-4653.017144,1,32.211988
-5539.484345,1,32.212459
-4850.972374,1,32.212918
-4929.349711,1,32.213387
-4862.053598,1,32.213844
-6265.923055,1,32.214325
-4709.226317,1,32.214782
-4633.877601,1,32.215249
-5608.717979,1,32.215705
-5267.31934,1,32.216164
-5278.904181,1,32.216636
-4908.855486,1,32.217096
-5652.417691,1,32.217563
-5821.729138,1,32.218021
-4496.307599,1,32.218491
-4455.487008,1,32.218949
-4489.756842,1,32.219419
-5565.635582,1,32.219878
-5259.293266,1,32.220344
-4789.597225,1,32.220802
-6413.883549,1,32.221273
-5582.517199,1,32.221734
-5205.415407,1,32.222206
-4213.073167,1,32.222676
-5610.13901,1,32.223137
-5825.77324,1,32.223604
-4310.986735,1,32.22407
-4560.079616,1,32.224549
-5307.384557,1,32.225007
-3909.524844,1,32.225478
-5394.442896,1,32.225936
-5983.073484,1,32.226406
-5390.007998,1,32.226866
-5193.205877,1,32.227339
-5251.142983,1,32.227795
-4954.718498,1,32.228266
-4761.665302,1,32.228726
-5469.056043,1,32.229194
-5041.321233,1,32.229655
-5536.366739,1,32.230111
-5368.715611,1,32.230578
-4672.457563,1,32.231035
-4487.802912,1,32.231511
-4995.495194,1,32.231968
-6167.337425,1,32.23244
-5171.484737,1,32.232898
-5124.19878,1,32.233368
-5131.404657,1,32.233825
-4472.220352,1,32.234306
-4426.1105,1,32.234768
-5344.405507,1,32.23524
-5619.260082,1,32.235699
-5336.63424,1,32.236158
-4975.163323,1,32.236629
-5211.223428,1,32.237111
